"ad","time","gender","age","usage","click"
"Ariana",8,"Female",18,4.2,1
"Billie",0,"Male",22,3.9,0
"Ariana",12,"Female",19,3.1,0
"Billie",0,"Female",19,6.4,0
"Ariana",20,"Female",23,8.1,0
"Ariana",19,"Female",24,8.2,1
"Ariana",11,"Male",21,1.9,0
"Billie",19,"Female",23,2.3,0
"Billie",15,"Male",22,6.4,1
"Billie",19,"Male",23,13.6,1
"Billie",12,"Male",19,5,1
"Ariana",21,"Female",19,4.1,1
"Ariana",9,"Female",25,4,1
"Billie",0,"Male",20,8,0
"Billie",17,"Male",21,7.2,1
"Billie",18,"Male",22,3.1,1
"Ariana",25,"Male",23,11.3,0
"Billie",0,"Female",21,2.5,0
"Billie",0,"Male",18,7.6,0
"Ariana",0,"Male",23,7.1,0
"Ariana",0,"Female",24,5.6,0
"Ariana",17,"Female",19,6.5,1
"Ariana",0,"Female",20,5.9,0
"Ariana",0,"Female",23,8.4,0
"Billie",0,"Female",18,5.5,0
"Billie",0,"Male",22,5.9,0
"Ariana",0,"Male",25,7.6,0
"Ariana",8,"Female",24,6.6,1
"Ariana",4,"Female",19,5.4,1
"Ariana",24,"Female",18,8.1,0
"Billie",0,"Male",19,2.5,0
"Billie",13,"Male",19,10.2,1
"Ariana",0,"Male",20,3.1,0
"Billie",0,"Female",26,5.6,0
"Billie",0,"Male",20,3.9,0
"Ariana",0,"Female",20,0.6,0
"Ariana",0,"Male",27,3.8,0
"Billie",0,"Male",19,12.3,0
"Ariana",19,"Female",19,3.8,0
"Billie",15,"Male",22,5.2,1
"Ariana",0,"Female",20,5.3,0
"Ariana",0,"Male",24,3.3,0
"Billie",0,"Male",22,7.5,0
"Billie",14,"Female",23,6.8,1
"Ariana",18,"Male",22,6.3,0
"Ariana",19,"Female",25,1.6,1
"Ariana",13,"Female",23,2.7,0
"Billie",0,"Male",21,6.6,0
"Ariana",22,"Male",20,6,1
"Ariana",13,"Male",23,11.4,0
"Billie",12,"Male",19,1.2,0
"Billie",18,"Male",18,4.5,0
"Ariana",22,"Male",22,5.9,0
"Ariana",0,"Female",22,2.4,0
"Billie",0,"Male",21,9,0
"Billie",18,"Male",23,9.7,0
"Billie",20,"Male",22,6.7,1
"Ariana",25,"Female",19,3.2,1
"Ariana",0,"Male",18,9.6,0
"Ariana",22,"Female",20,5.3,1
"Billie",14,"Female",19,1.5,1
"Billie",9,"Female",19,7.5,1
"Billie",15,"Female",26,1.3,0
"Billie",0,"Female",19,6.4,0
"Ariana",0,"Male",22,7.9,0
"Ariana",0,"Male",20,10.4,0
"Ariana",0,"Male",23,7.6,0
"Ariana",0,"Male",19,8.3,0
"Ariana",9,"Male",27,5.3,0
"Ariana",16,"Female",22,8,1
"Ariana",16,"Male",22,5.2,0
"Billie",0,"Male",22,5,0
"Ariana",0,"Male",22,5.3,0
"Billie",0,"Male",23,5,0
"Billie",0,"Male",19,1.1,0
"Billie",0,"Male",19,1.4,0
"Ariana",27,"Male",19,9.4,1
"Ariana",0,"Male",24,8.9,0
"Billie",14,"Male",22,6.9,1
"Ariana",24,"Male",21,0.8,0
"Ariana",0,"Male",22,8.4,0
"Ariana",0,"Female",19,5.8,0
"Ariana",13,"Female",20,3.7,0
"Ariana",0,"Male",21,6.8,0
"Billie",0,"Male",22,6.6,0
"Billie",12,"Female",21,5.2,0
"Billie",0,"Male",21,4.1,0
"Ariana",23,"Female",26,3.9,0
"Ariana",20,"Male",21,3.5,0
"Ariana",0,"Female",23,8.5,0
"Ariana",0,"Male",21,4.4,0
"Billie",19,"Female",23,7.3,0
"Billie",0,"Male",24,9.3,0
"Billie",0,"Female",21,9.4,0
"Ariana",9,"Male",23,7.6,0
"Ariana",0,"Female",23,4,0
"Billie",18,"Female",19,9.8,1
"Ariana",15,"Male",19,11.4,0
"Ariana",0,"Female",20,4.5,0
"Ariana",17,"Female",22,7.8,0
"Billie",0,"Male",19,1.5,0
"Billie",7,"Male",19,8.6,0
"Ariana",12,"Female",27,7.8,1
"Ariana",0,"Male",22,4.2,0
"Billie",11,"Female",20,2.2,1
"Ariana",9,"Male",24,9.9,0
"Billie",0,"Male",25,4.3,0
"Billie",11,"Female",19,2.3,1
"Ariana",17,"Female",23,5.5,1
"Billie",14,"Female",23,2.3,1
"Ariana",0,"Female",23,3,0
"Ariana",0,"Male",21,5.1,0
"Ariana",11,"Female",19,7.2,1
"Billie",19,"Male",19,1.6,1
"Ariana",24,"Female",24,4.5,0
"Billie",0,"Female",24,6.4,0
"Billie",0,"Female",20,4.6,0
"Billie",0,"Male",22,2.4,0
"Ariana",0,"Male",18,4.7,0
"Billie",0,"Female",24,2.9,0
"Ariana",0,"Male",18,6,0
"Ariana",9,"Female",23,1.7,1
"Ariana",21,"Male",22,4.5,0
"Ariana",0,"Male",24,5.8,0
"Ariana",0,"Female",22,8.3,0
"Billie",0,"Male",20,3,0
"Ariana",20,"Male",24,6.8,0
"Ariana",19,"Female",21,2.8,1
"Ariana",0,"Male",21,5.7,0
"Billie",0,"Female",20,2.4,0
"Ariana",15,"Female",27,8.4,1
"Ariana",0,"Male",24,8.8,0
"Ariana",8,"Male",20,3.9,0
"Ariana",14,"Female",20,2.1,1
"Ariana",0,"Male",21,6,0
"Billie",11,"Female",19,6.4,1
"Ariana",0,"Female",22,4.2,0
"Billie",0,"Male",25,2.4,0
"Billie",0,"Male",21,7.5,0
"Ariana",18,"Male",26,2.8,0
"Billie",0,"Male",20,5.9,0
"Billie",13,"Female",22,3.4,1
"Ariana",16,"Male",20,4.6,0
"Ariana",0,"Female",21,5.1,0
"Ariana",13,"Female",20,7.4,1
"Billie",0,"Male",24,4.8,0
"Ariana",18,"Female",25,5.3,1
"Billie",17,"Male",21,2.6,0
"Billie",9,"Female",18,3.3,0
"Ariana",0,"Male",22,4.4,0
"Billie",0,"Female",23,4.1,0
"Ariana",0,"Female",21,6.7,0
"Ariana",17,"Female",22,2.7,1
"Ariana",0,"Female",24,4.4,0
"Ariana",0,"Female",24,5.9,0
"Ariana",0,"Male",21,8.9,0
"Billie",15,"Female",21,8,0
"Ariana",14,"Female",24,6.8,1
"Ariana",0,"Male",24,3,0
"Ariana",20,"Female",20,2.1,0
"Billie",15,"Female",22,9.6,1
"Billie",0,"Male",19,5,0
"Billie",21,"Male",22,3.1,1
"Ariana",17,"Male",20,5,0
"Billie",20,"Female",23,1,0
"Billie",0,"Male",22,8.8,0
"Ariana",21,"Female",19,6.3,1
"Ariana",0,"Male",25,10.8,0
"Ariana",0,"Male",24,7.2,0
"Billie",16,"Female",21,9,1
"Billie",0,"Male",18,7.7,0
"Billie",0,"Female",24,11.2,0
"Billie",10,"Male",18,2.3,1
"Billie",0,"Female",19,3.5,0
"Billie",0,"Female",23,1.8,0
"Ariana",17,"Female",24,6.7,1
"Billie",0,"Female",21,6,0
"Ariana",0,"Male",25,5.6,0
"Ariana",16,"Female",23,0.8,1
"Billie",0,"Male",25,7,0
"Ariana",18,"Female",23,8.1,0
"Billie",17,"Female",24,1,0
"Ariana",16,"Female",24,8.8,0
"Ariana",22,"Female",20,9.5,1
"Billie",0,"Female",23,4.4,0
"Billie",5,"Male",19,0.5,1
"Billie",0,"Female",21,6.5,0
"Billie",0,"Male",22,5.7,0
"Billie",15,"Female",28,8.8,0
"Ariana",0,"Male",24,1,0
"Ariana",13,"Female",19,4.9,1
"Billie",17,"Female",21,7.7,1
"Billie",11,"Female",22,5.8,1
"Billie",12,"Female",22,7,1
"Ariana",0,"Male",24,4.6,0
"Billie",0,"Male",20,2.6,0
"Ariana",15,"Female",25,3.8,1
"Billie",4,"Female",19,6.7,1
"Ariana",0,"Male",23,2.9,0
"Ariana",0,"Female",22,1.7,0
"Billie",19,"Female",18,6.5,1
"Ariana",13,"Female",20,9.3,1
"Ariana",0,"Female",20,8.2,0
"Ariana",18,"Male",20,5.7,0
"Billie",15,"Male",27,0.9,0
"Billie",0,"Male",21,4.7,0
"Ariana",0,"Male",23,4.5,0
"Ariana",0,"Female",21,6.8,0
"Billie",12,"Female",23,8.8,1
"Ariana",0,"Female",23,5.5,0
"Billie",17,"Female",23,4.4,1
"Ariana",16,"Male",19,7.6,0
"Billie",0,"Male",19,2,0
"Ariana",0,"Male",22,6.2,0
"Ariana",10,"Male",22,9.7,1
"Billie",0,"Female",20,3.6,0
"Ariana",0,"Female",22,1.3,0
"Billie",14,"Female",23,5.9,1
"Billie",0,"Female",18,6.3,0
"Billie",18,"Male",27,9.8,1
"Ariana",0,"Female",19,5.8,0
"Ariana",13,"Female",22,3.8,1
"Ariana",12,"Male",25,4.5,0
"Billie",0,"Male",20,4.6,0
"Billie",0,"Female",26,8.1,0
"Ariana",16,"Male",22,6,1
"Billie",15,"Male",24,5.4,1
"Ariana",0,"Male",22,5.1,0
"Billie",0,"Female",23,8,0
"Ariana",0,"Female",18,1.3,0
"Ariana",29,"Male",20,4.1,0
"Ariana",0,"Male",18,4.2,0
"Billie",0,"Male",19,6.2,0
"Billie",8,"Female",20,1.5,1
"Ariana",0,"Female",19,2.1,0
"Billie",12,"Male",20,2,1
"Ariana",0,"Female",21,8.9,0
"Billie",20,"Male",22,4,1
"Ariana",0,"Male",22,2,0
"Billie",0,"Female",18,5.3,0
"Billie",0,"Male",24,8.3,0
"Ariana",0,"Male",23,3,0
"Ariana",8,"Female",24,7.2,1
"Ariana",7,"Male",20,6.9,1
"Billie",0,"Male",22,7.3,0
"Ariana",0,"Female",19,10.9,0
"Billie",14,"Female",24,2.5,1
"Ariana",16,"Male",22,4.6,1
"Billie",0,"Male",19,5.6,0
"Billie",0,"Female",25,7.3,0
"Ariana",0,"Female",21,7.1,0
"Ariana",13,"Female",24,6.2,1
"Billie",8,"Male",19,3.5,1
"Ariana",0,"Female",20,1,0
"Billie",22,"Female",19,2.8,1
"Ariana",0,"Male",18,5.9,0
"Billie",0,"Female",21,4.1,0
"Billie",0,"Male",20,10.4,0
"Billie",9,"Female",24,4.8,1
"Billie",17,"Female",21,8.5,1
"Ariana",0,"Female",22,7.3,0
"Billie",0,"Male",18,3.3,0
"Billie",18,"Female",18,2.3,0
"Ariana",12,"Female",22,6,1
"Billie",22,"Female",20,4.2,0
"Ariana",25,"Female",21,3.5,1
"Billie",0,"Male",22,2.4,0
"Ariana",10,"Female",22,5.8,1
"Ariana",0,"Male",23,1.1,0
"Billie",0,"Female",23,7,0
"Ariana",0,"Male",24,2.4,0
"Ariana",14,"Male",22,4.3,0
"Billie",12,"Male",23,4.6,0
"Billie",0,"Female",22,9.6,0
"Ariana",19,"Male",21,7.9,0
"Ariana",0,"Female",24,4.9,0
"Billie",0,"Male",23,2.2,0
"Ariana",19,"Female",20,5.8,0
"Billie",21,"Male",20,5.8,0
"Billie",10,"Male",19,8.3,1
"Billie",15,"Male",20,6.1,1
"Billie",14,"Male",21,2.2,1
"Billie",12,"Female",23,4.5,0
"Ariana",0,"Male",22,3.7,0
"Billie",10,"Female",20,2.8,0
"Billie",0,"Male",21,8.2,0
"Billie",16,"Female",21,5,0
"Billie",0,"Female",21,2.6,0
"Billie",0,"Male",22,7.6,0
"Billie",19,"Female",20,6.6,0
"Ariana",16,"Female",25,4.7,0
"Billie",0,"Female",20,1.6,0
"Ariana",18,"Female",21,7.9,1
"Ariana",0,"Female",23,6.5,0
"Billie",0,"Male",21,1,0
"Ariana",0,"Male",23,5.8,0
"Billie",0,"Male",18,11.6,0
"Billie",14,"Male",19,7.8,1
"Billie",16,"Female",22,4.2,0
"Ariana",14,"Male",20,0.7,0
"Ariana",13,"Female",23,5.2,0
"Billie",0,"Male",19,6.9,0
"Ariana",0,"Male",25,6,0
"Billie",0,"Male",20,2.5,0
"Ariana",0,"Male",21,4.8,0
"Ariana",10,"Male",19,5.5,1
"Ariana",0,"Male",21,7.3,0
"Billie",17,"Male",19,2.3,1
"Billie",18,"Female",26,3.5,0
"Billie",10,"Female",20,3.8,1
"Billie",0,"Female",22,2.3,0
"Billie",0,"Male",19,6.8,0
"Billie",0,"Male",23,2.5,0
"Billie",0,"Male",20,9.6,0
"Ariana",0,"Female",18,2.3,0
"Ariana",0,"Male",22,11,0
"Ariana",0,"Female",21,5.8,0
"Ariana",16,"Female",24,2.2,1
"Ariana",0,"Male",24,9.4,0
"Billie",15,"Male",24,4.9,1
"Ariana",19,"Female",24,0.7,1
"Ariana",0,"Female",19,7,0
"Billie",0,"Male",24,4.8,0
"Billie",0,"Male",27,5.3,0
"Billie",0,"Male",20,4.4,0
"Billie",0,"Male",19,7.2,0
"Ariana",0,"Male",24,6.8,0
"Billie",0,"Male",20,1,0
"Ariana",15,"Female",20,7.5,0
"Ariana",22,"Female",23,3.7,1
"Billie",19,"Female",19,10.6,0
"Billie",0,"Male",18,7.6,0
"Ariana",13,"Female",22,5.6,1
"Billie",16,"Female",23,8.2,0
"Billie",0,"Male",21,1.9,0
"Billie",0,"Female",22,5.1,0
"Ariana",12,"Female",20,4.6,1
"Ariana",0,"Female",19,6.9,0
"Billie",20,"Male",20,3,1
"Ariana",11,"Male",23,0.9,0
"Billie",0,"Male",21,2.3,0
"Billie",0,"Male",18,9.8,0
"Billie",0,"Female",19,6.1,0
"Ariana",17,"Female",20,7.3,1
"Ariana",0,"Female",22,4.8,0
"Ariana",0,"Male",20,1.7,0
"Billie",21,"Male",20,6.8,1
"Ariana",0,"Female",23,4.6,0
"Billie",14,"Female",23,4.2,1
"Billie",22,"Female",21,6.7,1
"Ariana",0,"Female",25,3,0
"Ariana",22,"Female",20,8.5,1
"Billie",0,"Male",19,6.4,0
"Ariana",0,"Female",25,9.2,0
"Ariana",16,"Female",21,4.9,0
"Ariana",0,"Male",19,2.4,0
"Billie",0,"Male",20,1,0
"Ariana",15,"Male",22,10.1,1
"Billie",0,"Female",21,7.5,0
"Ariana",0,"Female",20,7.5,0
"Billie",0,"Female",19,3.3,0
"Ariana",0,"Female",22,5.5,0
"Ariana",6,"Female",19,2.6,0
"Billie",0,"Male",19,1.8,0
"Billie",0,"Male",20,7.6,0
"Ariana",0,"Male",18,3.4,0
"Billie",0,"Female",25,1.7,0
"Ariana",17,"Female",23,2.1,1
"Billie",0,"Male",21,5.7,0
"Billie",20,"Male",22,4.6,1
"Ariana",0,"Male",20,1.4,0
"Billie",0,"Male",24,2.9,0
"Ariana",7,"Male",19,5,0
"Billie",13,"Female",21,8.1,1
"Ariana",0,"Male",20,7.5,0
"Billie",17,"Female",21,8.3,1
"Ariana",0,"Male",18,2.5,0
"Billie",0,"Male",20,5.7,0
"Ariana",13,"Female",23,6.3,0
"Ariana",0,"Male",21,8.5,0
"Ariana",15,"Male",22,6.3,0
"Billie",13,"Female",18,8.1,1
"Ariana",0,"Male",20,9.5,0
"Ariana",8,"Female",21,5.8,0
"Ariana",0,"Male",24,0.9,0
"Ariana",0,"Male",21,3.4,0
"Billie",0,"Female",25,4.8,0
"Billie",0,"Female",19,3.7,0
"Billie",0,"Male",20,4.2,0
"Billie",0,"Male",22,5.9,0
"Ariana",10,"Female",19,4.6,0
"Billie",19,"Female",21,7.3,0
"Billie",0,"Female",19,5,0
"Billie",0,"Female",21,3.1,0
"Billie",0,"Male",22,11.2,0
"Ariana",0,"Male",21,6.9,0
"Billie",0,"Male",29,6.1,0
"Ariana",0,"Male",19,5.4,0
"Ariana",0,"Female",24,5.6,0
"Ariana",16,"Female",24,3.9,0
"Billie",24,"Female",21,7.9,1
"Billie",23,"Male",25,9.2,1
"Billie",0,"Male",19,6.1,0
"Ariana",0,"Female",23,4.5,0
"Billie",0,"Female",18,5.2,0
"Ariana",18,"Female",19,6.9,1
"Billie",12,"Female",22,7.1,0
"Ariana",0,"Male",23,7.7,0
"Ariana",20,"Male",22,5.4,0
"Billie",0,"Female",25,8.4,0
"Billie",0,"Male",23,6.6,0
"Ariana",0,"Female",21,5.6,0
"Billie",22,"Male",19,4.6,1
"Ariana",17,"Male",21,9.3,1
"Billie",0,"Male",25,7.5,0
"Billie",16,"Female",24,6.6,0
"Billie",14,"Female",23,8.5,1
"Billie",18,"Female",24,4,1
"Ariana",12,"Male",19,8.8,0
"Billie",4,"Male",23,7.3,1
"Ariana",0,"Female",21,6.6,0
"Ariana",0,"Male",19,7.2,0
"Ariana",0,"Female",22,7.4,0
"Ariana",0,"Male",24,1,0
"Billie",0,"Male",20,1.3,0
"Ariana",0,"Female",19,1.4,0
"Ariana",0,"Female",26,5.5,0
"Ariana",0,"Male",21,8.1,0
"Billie",0,"Male",21,4.5,0
"Ariana",0,"Male",23,3.5,0
"Ariana",0,"Female",21,8.5,0
"Billie",18,"Male",27,4.7,1
"Billie",0,"Female",22,7.4,0
"Billie",18,"Female",23,2.6,1
"Ariana",14,"Female",22,7.1,0
"Ariana",14,"Female",23,7.9,1
"Ariana",0,"Female",20,3.2,0
"Billie",0,"Female",23,6.4,0
"Billie",20,"Female",24,8,1
"Billie",0,"Female",21,4.7,0
"Ariana",13,"Male",22,4.9,0
"Ariana",0,"Male",22,3.6,0
"Billie",0,"Male",23,1.4,0
"Billie",0,"Male",23,5.7,0
"Billie",0,"Female",20,1.5,0
"Ariana",23,"Female",20,6.9,1
"Ariana",10,"Female",22,6.3,1
"Billie",20,"Female",21,0.6,1
"Ariana",0,"Male",20,7.7,0
"Ariana",24,"Female",18,2,1
"Ariana",0,"Female",24,6.5,0
"Ariana",0,"Male",22,4.1,0
"Ariana",29,"Female",24,1,1
"Ariana",0,"Male",23,5.6,0
"Ariana",17,"Female",23,3.6,1
"Billie",19,"Male",21,6.9,1
"Billie",0,"Female",26,6.9,0
"Ariana",0,"Female",22,3.3,0
"Ariana",0,"Male",20,4.1,0
"Billie",13,"Female",22,4.4,1
"Billie",15,"Female",20,3.6,1
"Billie",18,"Male",24,5.7,1
"Ariana",8,"Female",23,8,0
"Billie",24,"Male",20,6.9,1
"Ariana",22,"Female",19,5.1,0
"Billie",0,"Male",21,1.6,0
"Billie",11,"Female",20,8.4,0
"Ariana",0,"Female",27,6.4,0
"Billie",6,"Female",20,2.8,1
"Billie",17,"Male",25,2.2,1
"Ariana",0,"Male",25,5,0
"Ariana",0,"Male",23,7.7,0
"Ariana",15,"Male",19,6.4,0
"Billie",1,"Female",24,6.6,1
"Ariana",11,"Female",22,1,1
"Ariana",0,"Male",22,5.7,0
"Ariana",0,"Female",27,8.1,0
"Billie",14,"Male",23,5.1,0
"Billie",0,"Male",18,4.5,0
"Billie",0,"Male",20,5.7,0
"Ariana",0,"Male",24,9.6,0
"Ariana",15,"Female",19,1.3,1
"Billie",0,"Male",23,7.1,0
"Billie",18,"Female",20,7.4,1
"Billie",0,"Female",23,5,0
"Billie",0,"Male",25,7.8,0
"Ariana",0,"Male",23,9.4,0
"Billie",16,"Female",22,6.2,1
"Ariana",25,"Female",25,5.4,1
"Ariana",19,"Female",26,3.1,1
"Ariana",0,"Male",23,4.3,0
"Billie",0,"Male",20,9.4,0
"Ariana",0,"Male",21,3.3,0
"Ariana",0,"Male",20,4.7,0
"Ariana",0,"Female",24,2.8,0
"Billie",18,"Female",21,1.8,1
"Ariana",0,"Male",26,9.7,0
"Ariana",0,"Male",21,4.1,0
"Billie",17,"Male",24,5.5,1
"Billie",0,"Male",20,7.4,0
"Billie",0,"Male",20,4.2,0
"Billie",10,"Female",20,2.3,0
"Billie",11,"Male",20,8.5,1
"Ariana",0,"Male",24,2.2,0
"Ariana",19,"Male",23,5.3,0
"Billie",29,"Female",22,4.2,0
"Billie",0,"Male",18,4.5,0
"Billie",0,"Male",18,8.8,0
"Billie",0,"Female",22,2.3,0
"Billie",16,"Female",22,6.1,1
"Billie",0,"Male",21,4.8,0
"Ariana",0,"Male",21,1.6,0
"Billie",16,"Male",21,10.3,1
"Billie",14,"Female",19,4.7,1
"Billie",0,"Male",21,4,0
"Billie",19,"Male",18,7,1
"Ariana",0,"Male",18,6.8,0
"Ariana",0,"Male",24,7.6,0
"Billie",0,"Male",20,6.5,0
"Billie",0,"Male",19,5.6,0
"Billie",13,"Female",18,2.7,1
"Billie",0,"Female",25,5,0
"Billie",0,"Male",22,3.7,0
"Ariana",21,"Male",22,1.9,1
"Billie",18,"Female",22,7.4,0
"Billie",0,"Male",21,8.7,0
"Ariana",0,"Male",19,7.9,0
"Billie",0,"Male",20,3.8,0
"Billie",11,"Female",22,7.4,1
"Billie",15,"Male",22,8.6,0
"Billie",19,"Female",23,8.6,1
"Ariana",5,"Female",19,6.6,1
"Ariana",19,"Female",22,4.4,1
"Billie",0,"Male",27,2,0
"Billie",17,"Male",21,2.2,1
"Billie",13,"Female",26,5.4,1
"Ariana",11,"Male",27,5.5,1
"Ariana",19,"Male",22,7.3,0
"Ariana",0,"Female",20,1.1,0
"Billie",0,"Female",18,2.2,0
"Billie",16,"Female",23,7.6,1
"Ariana",15,"Male",22,4.4,0
"Billie",0,"Male",24,5.5,0
"Billie",22,"Female",19,0.5,0
"Ariana",14,"Female",20,7,1
"Ariana",18,"Male",23,1.2,0
"Ariana",0,"Female",20,4.8,0
"Billie",17,"Male",24,0.5,1
"Ariana",11,"Female",20,4.9,1
"Billie",22,"Female",20,6.6,1
"Ariana",0,"Male",19,3.9,0
"Ariana",17,"Female",21,2.8,1
"Ariana",11,"Female",20,5,1
"Ariana",0,"Male",20,4.1,0
"Ariana",14,"Male",19,2.2,0
"Ariana",0,"Female",23,4.6,0
"Billie",0,"Male",23,4.6,0
"Ariana",12,"Female",26,3.4,1
"Billie",0,"Male",20,1,0
"Ariana",0,"Male",22,7.6,0
"Billie",0,"Female",21,8,0
"Ariana",0,"Female",26,10.3,0
"Billie",0,"Male",20,8.1,0
"Ariana",0,"Male",20,6.8,0
"Ariana",23,"Female",24,5,0
"Ariana",0,"Male",23,1.1,0
"Ariana",16,"Female",23,4,0
"Billie",16,"Male",28,4.9,1
"Ariana",0,"Female",26,2.6,0
"Ariana",0,"Female",23,11.2,0
"Ariana",0,"Male",21,1.9,0
"Ariana",0,"Male",22,9.6,0
"Billie",14,"Female",24,5.4,0
"Billie",0,"Female",22,3,0
"Ariana",19,"Female",19,6.3,0
"Billie",20,"Male",18,6.2,0
"Billie",19,"Male",25,2.7,1
"Billie",15,"Female",23,10.6,1
"Billie",17,"Male",20,0.8,1
"Ariana",14,"Male",24,5.6,0
"Billie",14,"Male",25,8.5,1
"Ariana",0,"Male",26,6.4,0
"Ariana",10,"Male",21,6.6,0
"Ariana",15,"Male",20,7.9,0
"Ariana",5,"Female",23,11,1
"Billie",0,"Female",28,3.6,0
"Ariana",15,"Male",25,3.4,1
"Ariana",12,"Female",23,5.6,1
"Ariana",13,"Female",23,4.1,1
"Billie",0,"Male",19,5.3,0
"Ariana",3,"Male",21,6.2,0
"Billie",0,"Female",21,2.1,0
"Ariana",7,"Male",23,7.7,0
"Ariana",7,"Male",19,6.6,0
"Ariana",0,"Male",19,9.9,0
"Billie",0,"Female",23,7.4,0
"Ariana",16,"Male",24,5.5,1
"Ariana",7,"Male",21,12.8,1
"Ariana",0,"Male",19,6.7,0
"Ariana",0,"Male",23,2.5,0
"Billie",0,"Female",23,6.4,0
"Ariana",0,"Male",23,7,0
"Billie",0,"Female",24,2.2,0
"Billie",0,"Male",20,7.5,0
"Ariana",14,"Female",22,7.2,1
"Billie",0,"Female",18,3.1,0
"Billie",14,"Male",20,6.9,1
"Billie",0,"Female",24,7,0
"Ariana",0,"Female",23,3.6,0
"Billie",0,"Male",23,8.9,0
"Billie",0,"Female",22,5,0
"Ariana",21,"Female",24,4.8,1
"Billie",0,"Male",19,10.2,0
"Billie",17,"Female",20,7.5,1
"Ariana",19,"Male",23,5.3,0
"Billie",25,"Female",23,3.4,0
"Billie",0,"Male",21,7.2,0
"Billie",0,"Male",20,4.7,0
"Billie",0,"Male",18,5.1,0
"Billie",0,"Male",20,4.8,0
"Billie",10,"Female",21,3,1
"Billie",0,"Female",29,5.9,0
"Ariana",0,"Male",21,6.1,0
"Ariana",0,"Male",19,0.9,0
"Ariana",0,"Male",25,3.9,0
"Billie",0,"Male",20,8.3,0
"Billie",0,"Male",19,6.1,0
"Ariana",15,"Female",19,6.1,0
"Billie",0,"Male",26,4.3,0
"Billie",0,"Male",26,2.3,0
"Ariana",0,"Male",18,3.1,0
"Billie",0,"Male",25,3.1,0
"Billie",0,"Male",19,6.4,0
"Ariana",0,"Male",24,7.9,0
"Ariana",13,"Female",19,9.1,0
"Billie",0,"Female",19,7.1,0
"Billie",20,"Male",20,4.6,1
"Ariana",0,"Female",20,2.4,0
"Ariana",0,"Male",19,8.9,0
"Billie",14,"Female",20,3.9,1
"Ariana",12,"Female",22,7.9,1
"Billie",0,"Male",25,8.3,0
"Billie",14,"Female",30,9.6,1
"Billie",0,"Female",26,2.9,0
"Billie",8,"Female",21,5,1
"Ariana",0,"Male",23,5,0
"Ariana",0,"Female",20,5.6,0
"Billie",25,"Female",20,5.1,1
"Billie",0,"Female",23,4.8,0
"Billie",0,"Female",24,7,0
"Billie",15,"Male",21,5.3,1
"Billie",24,"Female",19,6.6,1
"Billie",7,"Female",21,7.7,1
"Billie",0,"Female",19,2.9,0
"Billie",0,"Male",25,0.8,0
"Ariana",10,"Female",23,5.7,1
"Billie",0,"Male",22,4.4,0
"Ariana",0,"Male",22,4.2,0
"Ariana",0,"Male",22,3.6,0
"Billie",0,"Female",23,6.9,0
"Ariana",10,"Male",23,1.9,0
"Ariana",0,"Male",28,2.9,0
"Billie",0,"Male",23,9.8,0
"Billie",0,"Female",21,6.8,0
"Ariana",0,"Female",25,4.6,0
"Ariana",0,"Male",19,1.6,0
"Ariana",21,"Male",19,4.2,0
"Billie",18,"Female",22,6.7,0
"Ariana",0,"Female",20,8.6,0
"Ariana",0,"Male",18,1.1,0
"Billie",0,"Female",25,3.1,0
"Billie",17,"Male",23,7.4,1
"Billie",12,"Male",20,2.9,1
"Ariana",22,"Female",22,5.3,1
"Ariana",0,"Female",26,7.8,0
"Ariana",0,"Male",25,8.6,0
"Billie",14,"Male",21,5.7,1
"Ariana",12,"Male",22,4.6,1
"Billie",0,"Male",20,9.7,0
"Billie",0,"Female",18,4.8,0
"Billie",21,"Female",21,6.1,0
"Ariana",16,"Female",24,7.1,0
"Billie",17,"Female",19,1,1
"Billie",11,"Male",21,9.9,1
"Ariana",0,"Male",19,9.2,0
"Ariana",0,"Female",20,6.7,0
"Billie",0,"Male",25,1.8,0
"Ariana",0,"Male",19,7.2,0
"Billie",12,"Female",19,3.1,0
"Ariana",0,"Male",19,7.6,0
"Ariana",0,"Male",19,8.4,0
"Billie",0,"Female",19,0.7,0
"Ariana",0,"Female",19,10.9,0
"Ariana",12,"Female",25,6.1,0
"Ariana",0,"Female",26,4.5,0
"Ariana",20,"Female",23,9,1
"Billie",10,"Female",22,8.8,0
"Billie",0,"Male",22,6.4,0
"Ariana",0,"Female",20,8.1,0
"Ariana",0,"Male",23,6.1,0
"Ariana",0,"Female",26,8.3,0
"Billie",22,"Female",21,6.1,1
"Ariana",0,"Male",20,1,0
"Billie",0,"Male",21,5.7,0
"Ariana",16,"Female",23,4.5,1
"Ariana",20,"Female",20,5.8,1
"Ariana",16,"Female",20,5.7,0
"Ariana",0,"Male",19,6.2,0
"Ariana",11,"Female",23,5.4,1
"Ariana",0,"Female",22,2,0
"Ariana",0,"Female",23,3.1,0
"Billie",17,"Male",22,6.4,0
"Billie",20,"Female",23,8.7,1
"Billie",0,"Female",21,4.1,0
"Ariana",0,"Female",22,5,0
"Ariana",18,"Male",19,3.3,0
"Billie",10,"Male",23,2.8,1
"Ariana",0,"Female",20,8.1,0
"Ariana",0,"Female",20,1.1,0
"Ariana",12,"Female",20,3.6,1
"Ariana",0,"Male",23,3.1,0
"Billie",12,"Female",20,5.4,0
"Billie",0,"Male",20,0.9,0
"Billie",20,"Female",20,11.3,1
